stem,bucket,orig_w,orig_h,clip_left_px,clip_top_px,clip_right_px,clip_bottom_px,max_clip_px,clip_frac,note,error
painting_humanart_10000000000810,704x1472,226,450,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000812,704x1472,300,594,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000814,704x1472,300,641,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000816,704x1472,300,631,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000817,704x1472,300,603,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000818,704x1472,222,450,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000820,704x1472,215,450,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000821,704x1472,300,582,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000822,704x1472,300,617,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000823,704x1472,300,607,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000824,704x1472,300,631,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000825,704x1472,213,450,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000827,704x1472,300,612,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000828,704x1472,300,598,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000829,704x1472,300,1054,0.0,0.0,0.0,269.1,269.1,0.3822,,
painting_humanart_10000000000830,704x1472,300,600,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000831,704x1472,300,1071,0.0,0.0,0.0,333.5,333.5,0.4738,,
painting_humanart_10000000000834,704x1472,300,620,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000836,704x1472,217,450,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000838,704x1472,300,607,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000840,704x1472,300,620,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000841,704x1472,300,597,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000842,704x1472,300,614,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000844,704x1472,300,617,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000845,704x1472,300,1056,0.0,0.0,0.0,277.8,277.8,0.3946,,
painting_humanart_10000000000846,704x1472,300,592,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000848,704x1472,300,584,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000849,704x1472,300,607,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000850,704x1472,300,610,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000852,704x1472,300,588,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000855,704x1472,300,594,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000856,704x1472,300,605,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000858,704x1472,300,582,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000859,704x1472,213,450,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000860,704x1472,300,603,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000861,704x1472,300,1061,0.0,0.0,0.0,295.3,295.3,0.4194,,
painting_humanart_10000000000863,704x1472,300,1037,0.0,0.0,0.0,155.3,155.3,0.2206,,
painting_humanart_10000000000865,704x1472,300,614,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000866,704x1472,300,608,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000868,704x1472,300,593,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000871,704x1472,300,610,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000873,704x1472,300,584,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000877,704x1472,300,613,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000878,704x1472,300,606,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000880,704x1472,300,576,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000881,704x1472,300,659,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000882,704x1472,300,590,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000883,704x1472,300,617,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000884,704x1472,300,603,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000886,704x1472,300,583,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000887,704x1472,300,614,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000888,704x1472,300,629,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000889,704x1472,300,601,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000891,704x1472,300,612,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000892,704x1472,300,576,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000893,704x1472,212,450,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000894,704x1472,300,598,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000895,704x1472,300,626,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000896,704x1472,300,626,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000897,704x1472,300,614,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000898,704x1472,300,592,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000900,704x1472,300,599,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000901,704x1472,300,579,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000904,704x1472,300,616,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000907,704x1472,300,590,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000908,704x1472,300,607,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000912,704x1472,300,584,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000913,704x1472,300,579,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000916,704x1472,300,630,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000918,704x1472,300,623,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000920,704x1472,300,603,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000922,704x1472,300,607,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000924,704x1472,300,607,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000925,704x1472,300,602,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000927,704x1472,300,625,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000929,704x1472,300,611,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000930,704x1472,300,611,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000935,704x1472,300,637,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000936,704x1472,300,652,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000937,704x1472,300,617,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000942,704x1472,300,623,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000943,704x1472,300,606,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000947,704x1472,300,656,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000949,704x1472,250,504,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000952,704x1472,300,600,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000956,704x1472,300,587,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000957,704x1472,300,627,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000961,704x1472,300,604,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000965,704x1472,300,619,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000966,704x1472,300,640,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000970,704x1472,300,648,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000971,704x1472,300,606,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000973,704x1472,300,592,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000978,704x1472,300,614,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000982,704x1472,300,647,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000984,704x1472,300,623,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000985,704x1472,300,648,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000987,704x1472,300,588,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000990,704x1472,300,593,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000991,704x1472,300,629,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000993,704x1472,300,606,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000994,704x1472,300,635,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000996,704x1472,224,450,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000000997,704x1472,300,643,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001010,704x1472,300,617,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001014,704x1472,300,661,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001017,704x1472,300,659,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001018,704x1472,300,623,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001034,704x1472,221,450,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001058,704x1472,300,587,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001085,704x1472,300,628,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001089,704x1472,300,633,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001096,704x1472,300,594,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001099,704x1472,300,623,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001101,704x1472,300,1282,0.0,0.0,0.0,282.7,282.7,0.4015,,
painting_humanart_10000000001103,704x1472,300,592,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001132,704x1472,300,601,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001136,704x1472,300,611,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001137,704x1472,300,614,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001139,704x1472,300,574,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001154,704x1472,300,579,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001155,704x1472,300,610,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001185,704x1472,300,575,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001195,704x1472,300,632,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001210,704x1472,300,582,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001214,704x1472,214,450,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001218,704x1472,300,713,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001245,704x1472,300,575,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001305,704x1472,300,606,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001312,704x1472,300,647,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001313,704x1472,300,595,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001314,704x1472,300,610,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001325,704x1472,300,581,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001327,704x1472,300,615,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001334,704x1472,225,450,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001342,704x1472,300,636,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001343,704x1472,228,450,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001344,704x1472,300,591,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001353,704x1472,300,596,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001355,704x1472,300,601,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001356,704x1472,300,636,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001357,704x1472,300,631,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001363,704x1472,300,611,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001364,704x1472,300,594,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001391,704x1472,300,667,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001393,704x1472,122,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001407,704x1472,300,649,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001410,704x1472,300,644,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001419,704x1472,300,614,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001432,704x1472,300,628,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001433,704x1472,300,591,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001446,704x1472,300,640,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001448,704x1472,300,631,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001449,704x1472,200,420,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001464,704x1472,300,595,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001474,704x1472,300,609,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001478,704x1472,300,587,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001493,704x1472,300,655,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001498,704x1472,300,601,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001510,704x1472,300,618,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001516,704x1472,300,636,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001524,704x1472,300,642,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001534,704x1472,300,621,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001535,704x1472,300,636,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001540,704x1472,300,647,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001548,704x1472,300,626,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001554,704x1472,300,601,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001557,704x1472,300,652,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001571,704x1472,300,630,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001586,704x1472,300,630,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001597,704x1472,300,663,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001609,704x1472,300,616,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001613,704x1472,300,625,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001619,704x1472,300,612,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001626,704x1472,300,639,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001627,704x1472,300,1575,0.0,0.0,0.0,769.4,769.4,1.0929,,
painting_humanart_10000000001631,704x1472,115,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001633,704x1472,300,622,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001648,704x1472,300,598,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001649,704x1472,121,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001650,704x1472,113,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001655,704x1472,300,636,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001665,704x1472,300,656,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001668,704x1472,300,649,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001677,704x1472,300,640,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001683,704x1472,300,616,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001690,704x1472,300,603,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001704,704x1472,300,602,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001712,704x1472,300,635,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001716,704x1472,300,595,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001719,704x1472,300,627,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001721,704x1472,126,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001725,704x1472,124,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001748,704x1472,300,644,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001765,704x1472,300,634,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001768,704x1472,300,610,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001808,704x1472,300,633,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001811,704x1472,300,651,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001815,704x1472,300,628,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001816,704x1472,300,649,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001818,704x1472,300,645,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001830,704x1472,300,633,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001832,704x1472,300,602,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001866,704x1472,300,644,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001879,704x1472,300,632,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001881,704x1472,300,580,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001885,704x1472,300,631,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001890,704x1472,119,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001893,704x1472,300,620,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001908,704x1472,300,650,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001913,704x1472,300,615,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001920,704x1472,300,618,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001929,704x1472,300,610,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001931,704x1472,300,635,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001932,704x1472,300,608,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001939,704x1472,300,661,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001947,704x1472,300,641,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001949,704x1472,300,640,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001961,704x1472,300,602,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001970,704x1472,300,657,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001973,704x1472,300,636,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001976,704x1472,300,622,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001977,704x1472,300,628,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_1000000000198,704x1472,1080,2400,0.0,0.0,0.0,36.7,36.7,0.0521,,
painting_humanart_10000000001982,704x1472,300,649,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001987,704x1472,300,644,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000001991,704x1472,300,631,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002007,704x1472,300,642,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002014,704x1472,300,632,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002016,704x1472,300,591,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002017,704x1472,300,693,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002020,704x1472,300,630,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002021,704x1472,300,696,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002025,704x1472,121,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002031,704x1472,126,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002040,704x1472,300,603,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002042,704x1472,300,640,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002049,704x1472,300,642,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002070,704x1472,300,649,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002078,704x1472,300,633,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002087,704x1472,300,677,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002094,704x1472,123,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002107,704x1472,300,672,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002113,704x1472,300,590,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002117,704x1472,300,641,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002127,704x1472,300,617,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002134,704x1472,122,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002168,704x1472,300,656,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002169,704x1472,300,648,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002173,704x1472,300,647,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002177,704x1472,300,623,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002199,704x1472,300,649,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002202,704x1472,268,600,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002239,704x1472,300,618,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002257,704x1472,122,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002260,704x1472,300,601,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002263,704x1472,300,596,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002269,704x1472,300,595,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002275,704x1472,300,606,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002282,704x1472,300,631,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002283,704x1472,300,599,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002290,704x1472,300,608,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002300,704x1472,300,632,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002310,704x1472,300,589,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002313,704x1472,300,666,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002320,704x1472,300,637,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002326,704x1472,300,647,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002335,704x1472,300,632,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002345,704x1472,300,652,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002366,704x1472,300,602,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002371,704x1472,300,591,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002373,704x1472,120,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002378,704x1472,300,636,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002388,704x1472,300,654,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002391,704x1472,300,619,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002395,704x1472,300,622,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002399,704x1472,300,594,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002403,704x1472,300,623,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002413,704x1472,300,653,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002430,704x1472,300,710,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002431,704x1472,300,630,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002434,704x1472,300,614,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002443,704x1472,121,256,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002446,704x1472,300,659,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002449,704x1472,300,582,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002459,704x1472,300,605,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002460,704x1472,300,604,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002461,704x1472,300,674,0.0,0.0,0.0,0.0,0.0,0.0,,
painting_humanart_10000000002486,704x1472,300,620,0.0,0.0,0.0,0.0,0.0,0.0,,
