path,filename,stem,extension,ok,format,mode,width,height,aspect_ratio,pixel_count,error
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904267.jpg,danbooru_anime_11904267.jpg,danbooru_anime_11904267,.jpg,True,JPEG,RGB,1200,1700,0.7058823529411765,2040000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904310.jpg,danbooru_anime_11904310.jpg,danbooru_anime_11904310,.jpg,True,JPEG,RGB,1258,2048,0.6142578125,2576384,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904340.jpg,danbooru_anime_11904340.jpg,danbooru_anime_11904340,.jpg,True,JPEG,RGB,4096,2886,1.4192654192654193,11821056,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904341.jpg,danbooru_anime_11904341.jpg,danbooru_anime_11904341,.jpg,True,JPEG,RGB,2048,1431,1.4311670160726764,2930688,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904348.jpg,danbooru_anime_11904348.jpg,danbooru_anime_11904348,.jpg,True,JPEG,RGB,1549,2332,0.6642367066895368,3612268,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904385.jpg,danbooru_anime_11904385.jpg,danbooru_anime_11904385,.jpg,True,JPEG,RGB,1254,1771,0.7080745341614907,2220834,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904394.jpg,danbooru_anime_11904394.jpg,danbooru_anime_11904394,.jpg,True,JPEG,RGB,1544,1594,0.9686323713927227,2461136,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904396.jpg,danbooru_anime_11904396.jpg,danbooru_anime_11904396,.jpg,True,JPEG,RGB,2317,3508,0.6604903078677309,8128036,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904416.jpg,danbooru_anime_11904416.jpg,danbooru_anime_11904416,.jpg,True,JPEG,RGB,848,1200,0.7066666666666667,1017600,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904422.jpg,danbooru_anime_11904422.jpg,danbooru_anime_11904422,.jpg,True,JPEG,RGB,640,640,1.0,409600,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904487.jpg,danbooru_anime_11904487.jpg,danbooru_anime_11904487,.jpg,True,JPEG,RGB,2304,3072,0.75,7077888,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904521.jpg,danbooru_anime_11904521.jpg,danbooru_anime_11904521,.jpg,True,JPEG,RGB,1217,1622,0.750308261405672,1973974,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904560.jpg,danbooru_anime_11904560.jpg,danbooru_anime_11904560,.jpg,True,JPEG,RGB,4000,5200,0.7692307692307693,20800000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904577.jpg,danbooru_anime_11904577.jpg,danbooru_anime_11904577,.jpg,True,JPEG,RGB,1440,1912,0.7531380753138075,2753280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904579.jpg,danbooru_anime_11904579.jpg,danbooru_anime_11904579,.jpg,True,JPEG,RGB,2550,3600,0.7083333333333334,9180000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904581.jpg,danbooru_anime_11904581.jpg,danbooru_anime_11904581,.jpg,True,JPEG,RGB,2894,4573,0.6328449595451564,13234262,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904593.jpg,danbooru_anime_11904593.jpg,danbooru_anime_11904593,.jpg,True,JPEG,RGB,1939,4096,0.473388671875,7942144,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904798.jpg,danbooru_anime_11904798.jpg,danbooru_anime_11904798,.jpg,True,JPEG,RGB,2700,3600,0.75,9720000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904808.jpg,danbooru_anime_11904808.jpg,danbooru_anime_11904808,.jpg,True,JPEG,RGB,2591,3624,0.7149558498896247,9389784,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904833.jpg,danbooru_anime_11904833.jpg,danbooru_anime_11904833,.jpg,True,JPEG,RGB,2048,1536,1.3333333333333333,3145728,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904856.jpg,danbooru_anime_11904856.jpg,danbooru_anime_11904856,.jpg,True,JPEG,RGB,2574,4094,0.6287249633610161,10537956,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904870.jpg,danbooru_anime_11904870.jpg,danbooru_anime_11904870,.jpg,True,JPEG,RGB,1338,2048,0.6533203125,2740224,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904877.jpg,danbooru_anime_11904877.jpg,danbooru_anime_11904877,.jpg,True,JPEG,RGB,2600,4000,0.65,10400000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904890.jpg,danbooru_anime_11904890.jpg,danbooru_anime_11904890,.jpg,True,JPEG,RGB,1920,1920,1.0,3686400,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904897.jpg,danbooru_anime_11904897.jpg,danbooru_anime_11904897,.jpg,True,JPEG,RGB,2192,3432,0.6386946386946387,7522944,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904916.jpg,danbooru_anime_11904916.jpg,danbooru_anime_11904916,.jpg,True,JPEG,RGB,1525,2624,0.5811737804878049,4001600,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904942.jpg,danbooru_anime_11904942.jpg,danbooru_anime_11904942,.jpg,True,JPEG,RGB,1536,2048,0.75,3145728,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11904944.jpg,danbooru_anime_11904944.jpg,danbooru_anime_11904944,.jpg,True,JPEG,RGB,1484,1940,0.7649484536082474,2878960,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905003.jpg,danbooru_anime_11905003.jpg,danbooru_anime_11905003,.jpg,True,JPEG,RGB,2047,2716,0.7536818851251841,5559652,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905025.jpg,danbooru_anime_11905025.jpg,danbooru_anime_11905025,.jpg,True,JPEG,RGB,1920,1919,1.0005211047420532,3684480,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905088.jpg,danbooru_anime_11905088.jpg,danbooru_anime_11905088,.jpg,True,JPEG,RGB,1296,1602,0.8089887640449438,2076192,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905098.jpg,danbooru_anime_11905098.jpg,danbooru_anime_11905098,.jpg,True,JPEG,RGB,3711,3923,0.9459597247004843,14558253,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905101.jpg,danbooru_anime_11905101.jpg,danbooru_anime_11905101,.jpg,True,JPEG,RGB,1712,2048,0.8359375,3506176,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905106.jpg,danbooru_anime_11905106.jpg,danbooru_anime_11905106,.jpg,True,JPEG,RGB,1277,1513,0.8440185062789161,1932101,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905111.jpg,danbooru_anime_11905111.jpg,danbooru_anime_11905111,.jpg,True,JPEG,RGB,960,1440,0.6666666666666666,1382400,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905144.jpg,danbooru_anime_11905144.jpg,danbooru_anime_11905144,.jpg,True,JPEG,RGB,2976,1874,1.5880469583778014,5577024,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905149.jpg,danbooru_anime_11905149.jpg,danbooru_anime_11905149,.jpg,True,JPEG,RGB,1521,1600,0.950625,2433600,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905160.jpg,danbooru_anime_11905160.jpg,danbooru_anime_11905160,.jpg,True,JPEG,RGB,1559,2017,0.7729300941993059,3144503,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905229.jpg,danbooru_anime_11905229.jpg,danbooru_anime_11905229,.jpg,True,JPEG,RGB,640,640,1.0,409600,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905265.jpg,danbooru_anime_11905265.jpg,danbooru_anime_11905265,.jpg,True,JPEG,RGB,1000,1363,0.7336757153338225,1363000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905270.jpg,danbooru_anime_11905270.jpg,danbooru_anime_11905270,.jpg,True,JPEG,RGB,2012,4096,0.4912109375,8241152,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905305.jpg,danbooru_anime_11905305.jpg,danbooru_anime_11905305,.jpg,True,JPEG,RGB,950,1350,0.7037037037037037,1282500,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905328.jpg,danbooru_anime_11905328.jpg,danbooru_anime_11905328,.jpg,True,JPEG,RGB,1667,2500,0.6668,4167500,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905347.jpg,danbooru_anime_11905347.jpg,danbooru_anime_11905347,.jpg,True,JPEG,RGB,1638,2354,0.6958368734069669,3855852,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905366.jpg,danbooru_anime_11905366.jpg,danbooru_anime_11905366,.jpg,True,JPEG,RGB,2896,4096,0.70703125,11862016,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905384.jpg,danbooru_anime_11905384.jpg,danbooru_anime_11905384,.jpg,True,JPEG,RGB,1776,2328,0.7628865979381443,4134528,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905403.jpg,danbooru_anime_11905403.jpg,danbooru_anime_11905403,.jpg,True,JPEG,RGB,971,1500,0.6473333333333333,1456500,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905410.jpg,danbooru_anime_11905410.jpg,danbooru_anime_11905410,.jpg,True,JPEG,RGB,3000,3000,1.0,9000000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905413.jpg,danbooru_anime_11905413.jpg,danbooru_anime_11905413,.jpg,True,JPEG,RGB,2000,2000,1.0,4000000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905430.jpg,danbooru_anime_11905430.jpg,danbooru_anime_11905430,.jpg,True,JPEG,RGB,1536,2048,0.75,3145728,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905452.jpg,danbooru_anime_11905452.jpg,danbooru_anime_11905452,.jpg,True,JPEG,RGB,1536,2048,0.75,3145728,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905455.jpg,danbooru_anime_11905455.jpg,danbooru_anime_11905455,.jpg,True,JPEG,RGB,1274,1240,1.0274193548387096,1579760,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905457.jpg,danbooru_anime_11905457.jpg,danbooru_anime_11905457,.jpg,True,JPEG,RGB,1390,2000,0.695,2780000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905471.jpg,danbooru_anime_11905471.jpg,danbooru_anime_11905471,.jpg,True,JPEG,RGB,888,1332,0.6666666666666666,1182816,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905475.jpg,danbooru_anime_11905475.jpg,danbooru_anime_11905475,.jpg,True,JPEG,RGB,2588,3982,0.6499246609743847,10305416,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905484.jpg,danbooru_anime_11905484.jpg,danbooru_anime_11905484,.jpg,True,JPEG,RGB,1536,2048,0.75,3145728,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905501.jpg,danbooru_anime_11905501.jpg,danbooru_anime_11905501,.jpg,True,JPEG,RGB,1800,2250,0.8,4050000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905524.jpg,danbooru_anime_11905524.jpg,danbooru_anime_11905524,.jpg,True,JPEG,RGB,1536,2048,0.75,3145728,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905534.jpg,danbooru_anime_11905534.jpg,danbooru_anime_11905534,.jpg,True,JPEG,RGB,1182,665,1.7774436090225565,786030,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905543.jpg,danbooru_anime_11905543.jpg,danbooru_anime_11905543,.jpg,True,JPEG,RGB,1536,2048,0.75,3145728,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905551.jpg,danbooru_anime_11905551.jpg,danbooru_anime_11905551,.jpg,True,JPEG,RGB,1536,2048,0.75,3145728,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905562.jpg,danbooru_anime_11905562.jpg,danbooru_anime_11905562,.jpg,True,JPEG,RGB,3584,1881,1.9053694843168527,6741504,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905587.jpg,danbooru_anime_11905587.jpg,danbooru_anime_11905587,.jpg,True,JPEG,RGB,1179,1785,0.6605042016806723,2104515,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905591.jpg,danbooru_anime_11905591.jpg,danbooru_anime_11905591,.jpg,True,JPEG,RGB,1536,2048,0.75,3145728,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905618.jpg,danbooru_anime_11905618.jpg,danbooru_anime_11905618,.jpg,True,JPEG,RGB,1536,2048,0.75,3145728,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905622.jpg,danbooru_anime_11905622.jpg,danbooru_anime_11905622,.jpg,True,JPEG,RGB,1000,1200,0.8333333333333334,1200000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905683.jpg,danbooru_anime_11905683.jpg,danbooru_anime_11905683,.jpg,True,JPEG,RGB,839,1187,0.7068239258635215,995893,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905792.jpg,danbooru_anime_11905792.jpg,danbooru_anime_11905792,.jpg,True,JPEG,RGB,2500,3535,0.7072135785007072,8837500,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905798.jpg,danbooru_anime_11905798.jpg,danbooru_anime_11905798,.jpg,True,JPEG,RGB,1508,2132,0.7073170731707317,3215056,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905806.jpg,danbooru_anime_11905806.jpg,danbooru_anime_11905806,.jpg,True,JPEG,RGB,1124,2000,0.562,2248000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905853.jpg,danbooru_anime_11905853.jpg,danbooru_anime_11905853,.jpg,True,JPEG,RGB,3000,4000,0.75,12000000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905856.jpg,danbooru_anime_11905856.jpg,danbooru_anime_11905856,.jpg,True,JPEG,RGB,2894,5446,0.5313991920675726,15760724,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11905859.jpg,danbooru_anime_11905859.jpg,danbooru_anime_11905859,.jpg,True,JPEG,RGB,1575,2438,0.6460213289581624,3839850,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906002.jpg,danbooru_anime_11906002.jpg,danbooru_anime_11906002,.jpg,True,JPEG,RGB,3352,7387,0.453770136726682,24761224,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906007.jpg,danbooru_anime_11906007.jpg,danbooru_anime_11906007,.jpg,True,JPEG,RGB,1073,1277,0.8402505873140172,1370221,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906048.jpg,danbooru_anime_11906048.jpg,danbooru_anime_11906048,.jpg,True,JPEG,RGB,1463,1844,0.7933839479392625,2697772,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906060.jpg,danbooru_anime_11906060.jpg,danbooru_anime_11906060,.jpg,True,JPEG,RGB,1000,783,1.277139208173691,783000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906067.jpg,danbooru_anime_11906067.jpg,danbooru_anime_11906067,.jpg,True,JPEG,RGB,1611,1920,0.8390625,3093120,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906077.jpg,danbooru_anime_11906077.jpg,danbooru_anime_11906077,.jpg,True,JPEG,RGB,688,1080,0.6370370370370371,743040,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906082.jpg,danbooru_anime_11906082.jpg,danbooru_anime_11906082,.jpg,True,JPEG,RGB,1200,1683,0.7130124777183601,2019600,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906096.jpg,danbooru_anime_11906096.jpg,danbooru_anime_11906096,.jpg,True,JPEG,RGB,1900,2800,0.6785714285714286,5320000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906099.jpg,danbooru_anime_11906099.jpg,danbooru_anime_11906099,.jpg,True,JPEG,RGB,1060,1420,0.7464788732394366,1505200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906101.jpg,danbooru_anime_11906101.jpg,danbooru_anime_11906101,.jpg,True,JPEG,RGB,1068,1080,0.9888888888888889,1153440,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906137.jpg,danbooru_anime_11906137.jpg,danbooru_anime_11906137,.jpg,True,JPEG,RGB,1200,1512,0.7936507936507936,1814400,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906173.jpg,danbooru_anime_11906173.jpg,danbooru_anime_11906173,.jpg,True,JPEG,RGB,1605,2880,0.5572916666666666,4622400,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906180.jpg,danbooru_anime_11906180.jpg,danbooru_anime_11906180,.jpg,True,JPEG,RGB,900,1200,0.75,1080000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906188.jpg,danbooru_anime_11906188.jpg,danbooru_anime_11906188,.jpg,True,JPEG,RGB,1120,1792,0.625,2007040,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906190.jpg,danbooru_anime_11906190.jpg,danbooru_anime_11906190,.jpg,True,JPEG,RGB,1536,2048,0.75,3145728,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906223.jpg,danbooru_anime_11906223.jpg,danbooru_anime_11906223,.jpg,True,JPEG,RGB,2304,3072,0.75,7077888,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906323.jpg,danbooru_anime_11906323.jpg,danbooru_anime_11906323,.jpg,True,JPEG,RGB,1906,3637,0.5240582897992851,6932122,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906359.jpg,danbooru_anime_11906359.jpg,danbooru_anime_11906359,.jpg,True,JPEG,RGB,1439,4096,0.351318359375,5894144,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906418.jpg,danbooru_anime_11906418.jpg,danbooru_anime_11906418,.jpg,True,JPEG,RGB,1482,1981,0.7481070166582534,2935842,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906432.jpg,danbooru_anime_11906432.jpg,danbooru_anime_11906432,.jpg,True,JPEG,RGB,1487,2048,0.72607421875,3045376,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906458.jpg,danbooru_anime_11906458.jpg,danbooru_anime_11906458,.jpg,True,JPEG,RGB,2457,4016,0.6118027888446215,9867312,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906471.jpg,danbooru_anime_11906471.jpg,danbooru_anime_11906471,.jpg,True,JPEG,RGB,2151,1899,1.132701421800948,4084749,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906557.jpg,danbooru_anime_11906557.jpg,danbooru_anime_11906557,.jpg,True,JPEG,RGB,1493,1040,1.435576923076923,1552720,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906575.jpg,danbooru_anime_11906575.jpg,danbooru_anime_11906575,.jpg,True,JPEG,RGB,1536,2048,0.75,3145728,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906633.jpg,danbooru_anime_11906633.jpg,danbooru_anime_11906633,.jpg,True,JPEG,RGB,886,1024,0.865234375,907264,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906634.jpg,danbooru_anime_11906634.jpg,danbooru_anime_11906634,.jpg,True,JPEG,RGB,2215,2560,0.865234375,5670400,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906636.jpg,danbooru_anime_11906636.jpg,danbooru_anime_11906636,.jpg,True,JPEG,RGB,1536,2048,0.75,3145728,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906655.jpg,danbooru_anime_11906655.jpg,danbooru_anime_11906655,.jpg,True,JPEG,RGB,1080,1920,0.5625,2073600,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906675.jpg,danbooru_anime_11906675.jpg,danbooru_anime_11906675,.jpg,True,JPEG,RGB,1247,1663,0.7498496692723993,2073761,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906682.jpg,danbooru_anime_11906682.jpg,danbooru_anime_11906682,.jpg,True,JPEG,RGB,1417,1890,0.7497354497354497,2678130,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906685.jpg,danbooru_anime_11906685.jpg,danbooru_anime_11906685,.jpg,True,JPEG,RGB,2079,2953,0.7040298002031832,6139287,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906695.jpg,danbooru_anime_11906695.jpg,danbooru_anime_11906695,.jpg,True,JPEG,RGB,2892,4096,0.7060546875,11845632,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906709.jpg,danbooru_anime_11906709.jpg,danbooru_anime_11906709,.jpg,True,JPEG,RGB,1000,1562,0.6402048655569782,1562000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906713.jpg,danbooru_anime_11906713.jpg,danbooru_anime_11906713,.jpg,True,JPEG,RGB,2955,6500,0.4546153846153846,19207500,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906735.jpg,danbooru_anime_11906735.jpg,danbooru_anime_11906735,.jpg,True,JPEG,RGB,2894,5093,0.5682309051639505,14739142,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906742.jpg,danbooru_anime_11906742.jpg,danbooru_anime_11906742,.jpg,True,JPEG,RGB,666,900,0.74,599400,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906744.jpg,danbooru_anime_11906744.jpg,danbooru_anime_11906744,.jpg,True,JPEG,RGB,1466,2000,0.733,2932000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906765.jpg,danbooru_anime_11906765.jpg,danbooru_anime_11906765,.jpg,True,JPEG,RGB,2508,3959,0.6334933063905026,9929172,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906790.jpg,danbooru_anime_11906790.jpg,danbooru_anime_11906790,.jpg,True,JPEG,RGB,2160,3840,0.5625,8294400,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906812.jpg,danbooru_anime_11906812.jpg,danbooru_anime_11906812,.jpg,True,JPEG,RGB,2250,3000,0.75,6750000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906818.jpg,danbooru_anime_11906818.jpg,danbooru_anime_11906818,.jpg,True,JPEG,RGB,3800,4800,0.7916666666666666,18240000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\danbooru_anime_11906819.jpg,danbooru_anime_11906819.jpg,danbooru_anime_11906819,.jpg,True,JPEG,RGB,3800,4800,0.7916666666666666,18240000,
